,date,max-min
2944,23-jan-1970,38.5
2945,24-jan-1970,41.7
2946,25-jan-1970,42.6
2947,26-jan-1970,44.8
2948,27-jan-1970,46.0
2949,28-jan-1970,37.4
2950,29-jan-1970,34.7
2951,30-jan-1970,41.2
2952,31-jan-1970,44.1
2953,01-feb-1970,41.7
2954,02-feb-1970,43.3
2955,03-feb-1970,43.0
2956,04-feb-1970,44.8
2957,05-feb-1970,43.3
2958,06-feb-1970,41.0
2959,07-feb-1970,39.2
2960,08-feb-1970,40.5
2961,09-feb-1970,38.8
2962,10-feb-1970,43.3
2963,11-feb-1970,40.5
2964,12-feb-1970,39.4
2965,13-feb-1970,40.6
2966,14-feb-1970,43.2
2967,15-feb-1970,37.4
2968,16-feb-1970,46.4
2969,17-feb-1970,46.0
2970,18-feb-1970,48.6
2971,19-feb-1970,42.6
2972,20-feb-1970,48.2
2973,21-feb-1970,36.7
2974,22-feb-1970,42.1
2975,23-feb-1970,40.6
2976,24-feb-1970,43.2
2977,25-feb-1970,43.5
2978,26-feb-1970,45.3
2979,27-feb-1970,40.5
2980,28-feb-1970,45.0
2981,01-mar-1970,52.9
2982,02-mar-1970,41.5
2983,03-mar-1970,43.9
2984,04-mar-1970,45.1
2985,05-mar-1970,47.1
2986,06-mar-1970,45.3
2987,07-mar-1970,44.1
2988,08-mar-1970,43.9
2989,09-mar-1970,46.0
2990,10-mar-1970,48.0
2991,11-mar-1970,40.8
2992,12-mar-1970,41.4
2993,13-mar-1970,42.4
2994,14-mar-1970,46.8
2995,15-mar-1970,44.1
2996,16-mar-1970,47.7
2997,17-mar-1970,42.1
2998,18-mar-1970,41.0
2999,19-mar-1970,45.1
3000,20-mar-1970,43.0
3001,21-mar-1970,45.7
3002,22-mar-1970,45.1
3003,23-mar-1970,42.4
3004,24-mar-1970,46.8
3005,25-mar-1970,50.7
3006,26-mar-1970,45.5
3007,27-mar-1970,44.1
3008,28-mar-1970,50.9
3009,29-mar-1970,41.9
3010,30-mar-1970,41.2
3011,31-mar-1970,49.6
3012,01-apr-1970,45.9
3013,02-apr-1970,49.1
3014,03-apr-1970,47.3
3015,04-apr-1970,43.2
3016,05-apr-1970,42.4
3017,06-apr-1970,45.5
3018,07-apr-1970,48.6
3019,08-apr-1970,48.6
3020,09-apr-1970,49.5
3021,10-apr-1970,44.8
3022,11-apr-1970,48.9
3023,12-apr-1970,42.1
3024,13-apr-1970,49.3
3025,14-apr-1970,39.9
3026,15-apr-1970,35.4
3027,16-apr-1970,33.8
3028,17-apr-1970,40.5
3029,18-apr-1970,48.7
3030,19-apr-1970,45.5
3031,20-apr-1970,47.8
3032,21-apr-1970,38.8
3033,22-apr-1970,34.9
3034,23-apr-1970,46.6
3035,24-apr-1970,45.3
3036,25-apr-1970,42.1
3037,26-apr-1970,44.4
3038,27-apr-1970,50.4
3039,28-apr-1970,46.9
3040,29-apr-1970,41.0
3041,30-apr-1970,46.4
3042,01-may-1970,38.3
3043,02-may-1970,40.8
3044,03-may-1970,37.9
3045,04-may-1970,34.7
3046,05-may-1970,39.9
3047,06-may-1970,41.2
3048,07-may-1970,40.6
3049,08-may-1970,38.1
3050,09-may-1970,36.9
3051,10-may-1970,44.1
3052,11-may-1970,46.4
3053,12-may-1970,45.3
3054,13-may-1970,46.8
3055,14-may-1970,43.0
3056,15-may-1970,46.8
3057,16-may-1970,41.5
3058,17-may-1970,49.5
3059,18-may-1970,43.2
3060,19-may-1970,47.5
3061,20-may-1970,52.3
3062,21-may-1970,42.6
3063,22-may-1970,51.8
3064,23-may-1970,41.4
3065,24-may-1970,43.7
3066,25-may-1970,49.6
3067,26-may-1970,50.9
3068,27-may-1970,45.0
3069,28-may-1970,43.3
3070,29-may-1970,46.9
3071,30-may-1970,44.6
3072,31-may-1970,51.4
3073,01-jun-1970,46.6
3074,02-jun-1970,49.3
3075,03-jun-1970,48.2
3076,04-jun-1970,43.3
3077,05-jun-1970,46.4
3078,06-jun-1970,51.1
3079,07-jun-1970,54.9
3080,08-jun-1970,49.8
3081,09-jun-1970,53.6
3082,10-jun-1970,49.6
3083,11-jun-1970,49.1
3084,12-jun-1970,46.6
3085,13-jun-1970,46.4
3086,14-jun-1970,49.3
3087,15-jun-1970,54.1
3088,16-jun-1970,50.5
3089,17-jun-1970,40.1
3090,18-jun-1970,49.8
3091,19-jun-1970,49.1
3092,20-jun-1970,43.7
3093,21-jun-1970,44.8
3094,22-jun-1970,46.9
3095,23-jun-1970,43.9
3096,24-jun-1970,46.2
3097,25-jun-1970,43.3
3098,26-jun-1970,43.3
3099,27-jun-1970,46.4
3100,28-jun-1970,43.9
3101,29-jun-1970,42.3
3102,30-jun-1970,46.9
3103,01-jul-1970,42.3
3104,02-jul-1970,40.5
3105,03-jul-1970,47.7
3106,04-jul-1970,47.1
3107,05-jul-1970,43.3
3108,06-jul-1970,42.4
3109,07-jul-1970,49.8
3110,08-jul-1970,42.1
3111,09-jul-1970,45.3
3112,10-jul-1970,45.7
3113,11-jul-1970,48.7
3114,12-jul-1970,49.1
3115,13-jul-1970,45.3
3116,14-jul-1970,44.1
3117,15-jul-1970,47.7
3118,16-jul-1970,51.6
3119,17-jul-1970,52.0
3120,18-jul-1970,44.4
3121,19-jul-1970,45.7
3122,20-jul-1970,46.2
3123,21-jul-1970,47.1
3124,22-jul-1970,42.6
3125,23-jul-1970,39.6
3126,24-jul-1970,45.9
3127,25-jul-1970,46.2
3128,26-jul-1970,46.8
3129,27-jul-1970,42.6
3130,28-jul-1970,45.3
3131,29-jul-1970,43.7
3132,30-jul-1970,41.0
3133,31-jul-1970,43.0
3134,01-aug-1970,44.1
3135,02-aug-1970,42.8
3136,03-aug-1970,39.7
3137,04-aug-1970,50.9
3138,05-aug-1970,37.4
3139,06-aug-1970,36.3
3140,07-aug-1970,47.5
3141,08-aug-1970,38.5
3142,09-aug-1970,46.9
3143,10-aug-1970,39.4
3144,11-aug-1970,40.3
3145,12-aug-1970,41.9
3146,13-aug-1970,46.2
3147,14-aug-1970,48.6
3148,15-aug-1970,41.0
3149,16-aug-1970,43.7
3150,17-aug-1970,43.7
3151,18-aug-1970,40.1
3152,19-aug-1970,48.6
3153,20-aug-1970,43.2
3154,21-aug-1970,35.8
3155,22-aug-1970,45.1
3156,23-aug-1970,52.2
3157,24-aug-1970,47.3
3158,25-aug-1970,37.9
3159,26-aug-1970,43.7
3160,27-aug-1970,48.9
3161,28-aug-1970,54.5
3162,29-aug-1970,49.1
3163,30-aug-1970,37.9
3164,31-aug-1970,44.2
3165,01-sep-1970,44.8
3166,02-sep-1970,39.7
3167,03-sep-1970,40.1
3168,04-sep-1970,43.3
3169,05-sep-1970,47.5
3170,06-sep-1970,38.7
3171,07-sep-1970,35.1
3172,08-sep-1970,38.3
3173,09-sep-1970,40.8
3174,10-sep-1970,41.2
3175,11-sep-1970,43.9
3176,12-sep-1970,45.0
3177,13-sep-1970,47.7
3178,14-sep-1970,46.9
3179,15-sep-1970,45.5
3180,16-sep-1970,45.1
3181,17-sep-1970,34.9
3182,18-sep-1970,48.7
3183,19-sep-1970,44.6
3184,20-sep-1970,40.6
3185,21-sep-1970,36.7
3186,22-sep-1970,37.6
3187,23-sep-1970,34.7
3188,24-sep-1970,34.9
3189,25-sep-1970,35.6
3190,26-sep-1970,38.7
3191,27-sep-1970,45.7
3192,28-sep-1970,41.0
3193,29-sep-1970,47.7
3194,30-sep-1970,39.7
3195,01-oct-1970,41.9
3196,02-oct-1970,41.2
3197,03-oct-1970,41.5
3198,04-oct-1970,37.4
3199,05-oct-1970,46.4
3200,06-oct-1970,45.1
3201,07-oct-1970,47.7
3202,08-oct-1970,48.4
3203,09-oct-1970,50.7
3204,10-oct-1970,47.1
3205,11-oct-1970,41.0
3206,12-oct-1970,42.4
3207,13-oct-1970,36.1
3208,14-oct-1970,36.7
3209,15-oct-1970,35.8
3210,16-oct-1970,35.6
3211,17-oct-1970,41.7
3212,18-oct-1970,45.9
3213,19-oct-1970,44.8
3214,20-oct-1970,41.2
3215,21-oct-1970,43.7
3216,22-oct-1970,43.0
3217,23-oct-1970,42.1
3218,24-oct-1970,38.1
3219,25-oct-1970,42.6
3220,26-oct-1970,41.9
3221,27-oct-1970,43.7
3222,28-oct-1970,39.6
3223,29-oct-1970,37.2
3224,30-oct-1970,34.7
3225,31-oct-1970,41.2
3226,01-nov-1970,46.0
3227,02-nov-1970,39.6
3228,03-nov-1970,39.7
3229,04-nov-1970,41.7
3230,05-nov-1970,40.8
3231,06-nov-1970,44.4
3232,07-nov-1970,44.8
3233,08-nov-1970,50.4
3234,09-nov-1970,37.8
3235,10-nov-1970,43.2
3236,11-nov-1970,46.6
3237,12-nov-1970,42.3
3238,13-nov-1970,43.0
3239,14-nov-1970,42.4
3240,15-nov-1970,46.9
3241,16-nov-1970,41.7
3242,17-nov-1970,40.5
3243,18-nov-1970,43.9
3244,19-nov-1970,41.5
3245,20-nov-1970,37.9
3246,21-nov-1970,42.8
3247,22-nov-1970,42.1
3248,23-nov-1970,43.3
3249,24-nov-1970,38.7
3250,25-nov-1970,36.1
3251,26-nov-1970,34.7
3252,27-nov-1970,34.3
3253,28-nov-1970,38.8
3254,29-nov-1970,38.8
3255,30-nov-1970,38.8
3256,01-dec-1970,41.0
3257,02-dec-1970,43.0
3258,03-dec-1970,42.6
3259,04-dec-1970,40.8
3260,05-dec-1970,40.3
3261,06-dec-1970,41.5
3262,07-dec-1970,44.1
3263,08-dec-1970,43.0
3264,09-dec-1970,44.4
3265,10-dec-1970,45.0
3266,11-dec-1970,36.5
3267,12-dec-1970,41.5
3268,13-dec-1970,41.7
3269,14-dec-1970,44.1
3270,15-dec-1970,39.9
3271,16-dec-1970,39.9
3272,17-dec-1970,39.2
3273,18-dec-1970,33.6
3274,19-dec-1970,33.8
3275,20-dec-1970,47.8
3276,21-dec-1970,42.6
3277,22-dec-1970,42.3
3278,23-dec-1970,41.7
3279,24-dec-1970,38.8
3280,25-dec-1970,37.2
3281,26-dec-1970,41.7
3282,27-dec-1970,38.1
3283,28-dec-1970,39.0
3284,29-dec-1970,36.9
3285,30-dec-1970,42.3
3286,31-dec-1970,43.9
3287,01-jan-1971,45.5
3288,02-jan-1971,42.3
3289,03-jan-1971,43.9
3290,04-jan-1971,42.8
3291,05-jan-1971,40.6
3292,06-jan-1971,37.6
3293,07-jan-1971,35.4
3294,08-jan-1971,36.0
3295,09-jan-1971,35.1
3296,10-jan-1971,39.0
3297,11-jan-1971,36.5
3298,12-jan-1971,42.4
3299,13-jan-1971,35.8
3300,14-jan-1971,39.2
3301,15-jan-1971,43.3
3302,16-jan-1971,38.7
3303,17-jan-1971,40.1
3304,18-jan-1971,40.6
3305,19-jan-1971,40.8
3306,20-jan-1971,43.2
3307,21-jan-1971,37.2
3308,22-jan-1971,46.2
3309,23-jan-1971,46.4
3310,24-jan-1971,39.7
3311,25-jan-1971,39.2
3312,26-jan-1971,37.2
3313,27-jan-1971,42.3
3314,28-jan-1971,40.8
3315,29-jan-1971,45.0
3316,30-jan-1971,43.5
3317,31-jan-1971,41.5
3318,01-feb-1971,42.1
3319,02-feb-1971,47.8
3320,03-feb-1971,39.2
3321,04-feb-1971,34.9
3322,05-feb-1971,34.3
3323,06-feb-1971,35.2
3324,07-feb-1971,40.6
3325,08-feb-1971,40.1
3326,09-feb-1971,35.2
3327,10-feb-1971,37.2
3328,11-feb-1971,41.7
3329,12-feb-1971,41.9
3330,13-feb-1971,40.3
3331,14-feb-1971,42.8
3332,15-feb-1971,39.2
3333,16-feb-1971,44.4
3334,17-feb-1971,41.0
3335,18-feb-1971,40.5
3336,19-feb-1971,41.9
3337,20-feb-1971,42.1
3338,21-feb-1971,45.5
3339,22-feb-1971,46.4
3340,23-feb-1971,39.7
3341,24-feb-1971,39.2
3342,25-feb-1971,36.5
3343,26-feb-1971,42.1
3344,27-feb-1971,41.5
3345,28-feb-1971,39.0
3346,01-mar-1971,41.2
3347,02-mar-1971,46.4
3348,03-mar-1971,38.7
3349,04-mar-1971,42.8
3350,05-mar-1971,49.3
3351,06-mar-1971,42.6
3352,07-mar-1971,43.0
3353,08-mar-1971,44.1
3354,09-mar-1971,42.4
3355,10-mar-1971,46.4
3356,11-mar-1971,44.8
3357,12-mar-1971,38.8
3358,13-mar-1971,41.0
3359,14-mar-1971,47.8
3360,15-mar-1971,46.8
3361,16-mar-1971,45.9
3362,17-mar-1971,42.6
3363,18-mar-1971,37.8
3364,19-mar-1971,44.4
3365,20-mar-1971,46.8
3366,21-mar-1971,48.0
3367,22-mar-1971,50.5
3368,23-mar-1971,44.6
3369,24-mar-1971,42.6
3370,25-mar-1971,43.7
3371,26-mar-1971,43.3
3372,27-mar-1971,39.6
3373,28-mar-1971,34.9
3374,29-mar-1971,44.4
3375,30-mar-1971,42.8
3376,31-mar-1971,45.7
3377,01-apr-1971,34.0
3378,02-apr-1971,36.5
3379,03-apr-1971,37.0
3380,04-apr-1971,38.8
3381,05-apr-1971,45.7
3382,06-apr-1971,47.7
3383,07-apr-1971,47.7
3384,08-apr-1971,47.7
3385,09-apr-1971,46.0
3386,10-apr-1971,49.8
3387,11-apr-1971,52.9
3388,12-apr-1971,43.2
3389,13-apr-1971,44.6
3390,14-apr-1971,48.7
3391,15-apr-1971,51.6
3392,16-apr-1971,48.7
3393,17-apr-1971,48.2
3394,18-apr-1971,39.2
3395,19-apr-1971,47.8
3396,20-apr-1971,49.5
3397,21-apr-1971,47.3
3398,22-apr-1971,39.2
3399,23-apr-1971,45.9
3400,24-apr-1971,49.3
3401,25-apr-1971,42.1
3402,26-apr-1971,42.3
3403,27-apr-1971,50.5
3404,28-apr-1971,47.3
3405,29-apr-1971,41.7
3406,30-apr-1971,41.2
3407,01-may-1971,42.6
3408,02-may-1971,46.9
3409,03-may-1971,44.4
3410,04-may-1971,42.8
3411,05-may-1971,39.0
3412,06-may-1971,39.6
3413,07-may-1971,38.1
3414,08-may-1971,36.7
3415,09-may-1971,36.9
3416,10-may-1971,42.4
3417,11-may-1971,45.7
3418,12-may-1971,50.9
3419,13-may-1971,43.3
3420,14-may-1971,39.6
3421,15-may-1971,47.1
3422,16-may-1971,46.8
3423,17-may-1971,50.0
3424,18-may-1971,50.2
3425,19-may-1971,50.9
3426,20-may-1971,45.9
3427,21-may-1971,40.6
3428,22-may-1971,44.4
3429,23-may-1971,48.4
3430,24-may-1971,44.4
3431,25-may-1971,47.3
3432,26-may-1971,50.9
3433,27-may-1971,45.9
3434,28-may-1971,48.0
3435,29-may-1971,43.5
3436,30-may-1971,45.7
3437,31-may-1971,46.0
3438,01-jun-1971,45.1
3439,02-jun-1971,47.7
3440,03-jun-1971,50.4
3441,04-jun-1971,50.9
3442,05-jun-1971,49.1
3443,06-jun-1971,41.0
3444,07-jun-1971,41.0
3445,08-jun-1971,41.9
3446,09-jun-1971,41.5
3447,10-jun-1971,43.2
3448,11-jun-1971,42.4
3449,12-jun-1971,48.7
3450,13-jun-1971,41.7
3451,14-jun-1971,43.7
3452,15-jun-1971,47.5
3453,16-jun-1971,46.6
3454,17-jun-1971,50.4
3455,18-jun-1971,45.0
3456,19-jun-1971,42.4
3457,20-jun-1971,44.4
3458,21-jun-1971,47.3
3459,22-jun-1971,41.0
3460,23-jun-1971,45.1
3461,24-jun-1971,41.9
3462,25-jun-1971,37.9
3463,26-jun-1971,45.1
3464,27-jun-1971,43.3
3465,28-jun-1971,46.9
3466,29-jun-1971,40.3
3467,30-jun-1971,51.8
3468,01-jul-1971,44.4
3469,02-jul-1971,39.9
3470,03-jul-1971,39.9
3471,04-jul-1971,44.2
3472,05-jul-1971,50.5
3473,06-jul-1971,53.2
3474,07-jul-1971,52.3
3475,08-jul-1971,43.3
3476,09-jul-1971,50.0
3477,10-jul-1971,55.0
3478,11-jul-1971,49.1
3479,12-jul-1971,49.3
3480,13-jul-1971,52.7
3481,14-jul-1971,47.1
3482,15-jul-1971,51.6
3483,16-jul-1971,50.2
3484,17-jul-1971,51.6
3485,18-jul-1971,51.4
3486,19-jul-1971,51.6
3487,20-jul-1971,40.3
3488,21-jul-1971,44.2
3489,22-jul-1971,41.7
3490,23-jul-1971,36.7
3491,24-jul-1971,41.2
3492,25-jul-1971,40.6
3493,26-jul-1971,48.9
3494,27-jul-1971,44.6
3495,28-jul-1971,44.2
3496,29-jul-1971,44.1
3497,30-jul-1971,45.0
3498,31-jul-1971,43.7
3499,01-aug-1971,46.0
3500,02-aug-1971,45.1
3501,03-aug-1971,40.5
3502,04-aug-1971,44.1
3503,05-aug-1971,51.4
3504,06-aug-1971,43.3
3505,07-aug-1971,47.8
3506,08-aug-1971,48.4
3507,09-aug-1971,42.1
3508,10-aug-1971,44.1
3509,11-aug-1971,43.2
3510,12-aug-1971,42.6
3511,13-aug-1971,40.6
3512,14-aug-1971,45.1
3513,15-aug-1971,50.2
3514,16-aug-1971,48.9
3515,17-aug-1971,49.8
3516,18-aug-1971,47.8
3517,19-aug-1971,49.3
3518,20-aug-1971,47.1
3519,21-aug-1971,49.8
3520,22-aug-1971,44.1
3521,23-aug-1971,37.2
3522,24-aug-1971,41.0
3523,25-aug-1971,40.1
3524,26-aug-1971,45.7
3525,27-aug-1971,46.4
3526,28-aug-1971,42.1
3527,29-aug-1971,45.1
3528,30-aug-1971,43.3
3529,31-aug-1971,41.4
3530,01-sep-1971,45.0
3531,02-sep-1971,36.7
3532,03-sep-1971,37.0
3533,04-sep-1971,40.6
3534,05-sep-1971,47.8
3535,06-sep-1971,44.1
3536,07-sep-1971,44.8
3537,08-sep-1971,43.2
3538,09-sep-1971,38.5
3539,10-sep-1971,36.9
3540,11-sep-1971,36.0
3541,12-sep-1971,43.9
3542,13-sep-1971,45.7
3543,14-sep-1971,50.7
3544,15-sep-1971,52.0
3545,16-sep-1971,51.1
3546,17-sep-1971,42.4
3547,18-sep-1971,44.2
3548,19-sep-1971,48.7
3549,20-sep-1971,46.4
3550,21-sep-1971,43.5
3551,22-sep-1971,46.9
3552,23-sep-1971,38.7
3553,24-sep-1971,36.1
3554,25-sep-1971,40.5
3555,26-sep-1971,43.2
3556,27-sep-1971,44.8
3557,28-sep-1971,48.9
3558,29-sep-1971,36.7
3559,30-sep-1971,42.4
3560,01-oct-1971,37.4
3561,02-oct-1971,41.9
3562,03-oct-1971,42.4
3563,04-oct-1971,43.2
3564,05-oct-1971,34.7
3565,06-oct-1971,34.0
3566,07-oct-1971,37.4
3567,08-oct-1971,44.4
3568,09-oct-1971,44.2
3569,10-oct-1971,39.9
3570,11-oct-1971,45.5
3571,12-oct-1971,42.4
3572,13-oct-1971,37.0
3573,14-oct-1971,46.8
3574,15-oct-1971,41.2
3575,16-oct-1971,39.9
3576,17-oct-1971,38.8
3577,18-oct-1971,39.9
3578,19-oct-1971,45.5
3579,20-oct-1971,44.1
3580,21-oct-1971,39.6
3581,22-oct-1971,36.3
3582,23-oct-1971,37.9
3583,24-oct-1971,46.6
3584,25-oct-1971,47.1
3585,26-oct-1971,38.3
3586,27-oct-1971,35.6
3587,28-oct-1971,39.0
3588,29-oct-1971,46.2
3589,30-oct-1971,42.4
3590,31-oct-1971,39.9
3591,01-nov-1971,34.7
3592,02-nov-1971,34.5
3593,03-nov-1971,34.7
3594,04-nov-1971,36.1
3595,05-nov-1971,48.9
3596,06-nov-1971,44.1
3597,07-nov-1971,49.5
3598,08-nov-1971,42.4
3599,09-nov-1971,43.0
3600,10-nov-1971,44.4
3601,11-nov-1971,42.4
3602,12-nov-1971,40.5
3603,13-nov-1971,39.2
3604,14-nov-1971,41.0
3605,15-nov-1971,42.6
3606,16-nov-1971,41.4
3607,17-nov-1971,40.6
3608,18-nov-1971,55.0
3609,19-nov-1971,41.2
3610,20-nov-1971,55.6
3611,21-nov-1971,52.9
3612,22-nov-1971,45.5
3613,23-nov-1971,40.8
3614,24-nov-1971,43.0
3615,25-nov-1971,49.8
3616,26-nov-1971,37.4
3617,27-nov-1971,50.4
3618,28-nov-1971,42.3
3619,29-nov-1971,48.7
3620,30-nov-1971,42.1
3621,01-dec-1971,42.6
3622,02-dec-1971,44.2
3623,03-dec-1971,44.6
3624,04-dec-1971,35.6
3625,05-dec-1971,35.6
3626,06-dec-1971,42.8
3627,07-dec-1971,43.9
3628,08-dec-1971,47.7
3629,09-dec-1971,39.9
3630,10-dec-1971,36.3
3631,11-dec-1971,35.4
3632,12-dec-1971,34.9
3633,13-dec-1971,37.9
3634,14-dec-1971,38.1
3635,15-dec-1971,36.3
3636,16-dec-1971,36.0
3637,17-dec-1971,37.8
3638,18-dec-1971,34.7
3639,19-dec-1971,42.1
3640,20-dec-1971,42.8
3641,21-dec-1971,42.3
3642,22-dec-1971,40.5
3643,23-dec-1971,46.2
3644,24-dec-1971,34.0
3645,25-dec-1971,34.2
3646,26-dec-1971,38.7
3647,27-dec-1971,39.0
3648,28-dec-1971,41.9
3649,29-dec-1971,37.8
3650,30-dec-1971,38.3
3651,31-dec-1971,39.6
3652,01-jan-1972,35.1
3653,02-jan-1972,35.8
3654,03-jan-1972,42.8
3655,04-jan-1972,41.7
3656,05-jan-1972,38.8
3657,06-jan-1972,38.8
3658,07-jan-1972,37.8
3659,08-jan-1972,42.4
3660,09-jan-1972,39.4
3661,10-jan-1972,41.4
3662,11-jan-1972,37.9
3663,12-jan-1972,42.6
3664,13-jan-1972,41.4
3665,14-jan-1972,45.7
3666,15-jan-1972,43.9
3667,16-jan-1972,40.3
3668,17-jan-1972,40.3
3669,18-jan-1972,51.6
3670,19-jan-1972,41.4
3671,20-jan-1972,44.1
3672,21-jan-1972,45.0
3673,22-jan-1972,40.3
3674,23-jan-1972,42.8
3675,24-jan-1972,42.1
3676,25-jan-1972,50.2
3677,26-jan-1972,48.4
3678,27-jan-1972,42.3
3679,28-jan-1972,42.1
3680,29-jan-1972,36.5
3681,30-jan-1972,37.6
3682,31-jan-1972,50.2
3683,01-feb-1972,42.3
3684,02-feb-1972,37.8
3685,03-feb-1972,40.8
3686,04-feb-1972,43.2
3687,05-feb-1972,38.8
3688,06-feb-1972,43.2
3689,07-feb-1972,42.1
3690,08-feb-1972,44.2
3691,09-feb-1972,46.6
3692,10-feb-1972,40.5
3693,11-feb-1972,40.8
3694,12-feb-1972,41.9
3695,13-feb-1972,44.6
3696,14-feb-1972,44.1
3697,15-feb-1972,38.7
3698,16-feb-1972,36.1
3699,17-feb-1972,35.2
3700,18-feb-1972,40.5
3701,19-feb-1972,36.7
3702,20-feb-1972,35.6
3703,21-feb-1972,36.3
3704,22-feb-1972,41.2
3705,23-feb-1972,38.7
3706,24-feb-1972,35.8
3707,25-feb-1972,41.0
3708,26-feb-1972,45.9
3709,27-feb-1972,45.3
3710,28-feb-1972,46.4
3711,29-feb-1972,44.8
3712,01-mar-1972,45.5
3713,02-mar-1972,45.9
3714,03-mar-1972,46.6
3715,04-mar-1972,41.7
3716,05-mar-1972,46.9
3717,06-mar-1972,38.7
3718,07-mar-1972,39.0
3719,08-mar-1972,45.3
3720,09-mar-1972,40.8
3721,10-mar-1972,43.2
3722,11-mar-1972,39.6
3723,12-mar-1972,46.9
3724,13-mar-1972,42.3
3725,14-mar-1972,36.9
3726,15-mar-1972,46.4
3727,16-mar-1972,41.5
3728,17-mar-1972,37.0
3729,18-mar-1972,40.5
3730,19-mar-1972,44.8
3731,20-mar-1972,49.8
3732,21-mar-1972,52.3
3733,22-mar-1972,50.2
3734,23-mar-1972,48.6
3735,24-mar-1972,39.6
3736,25-mar-1972,44.1
3737,26-mar-1972,44.2
3738,27-mar-1972,44.8
3739,28-mar-1972,47.3
3740,29-mar-1972,45.3
3741,30-mar-1972,40.3
3742,31-mar-1972,39.7
3743,01-apr-1972,39.6
3744,02-apr-1972,45.0
3745,03-apr-1972,44.1
3746,04-apr-1972,42.4
3747,05-apr-1972,43.9
3748,06-apr-1972,40.8
3749,07-apr-1972,43.3
3750,08-apr-1972,43.7
3751,09-apr-1972,48.7
3752,10-apr-1972,42.8
3753,11-apr-1972,42.8
3754,12-apr-1972,41.0
3755,13-apr-1972,36.3
3756,14-apr-1972,49.8
3757,15-apr-1972,42.1
3758,16-apr-1972,39.7
3759,17-apr-1972,42.6
3760,18-apr-1972,45.1
3761,19-apr-1972,47.5
3762,20-apr-1972,47.8
3763,21-apr-1972,55.4
3764,22-apr-1972,47.5
3765,23-apr-1972,52.5
3766,24-apr-1972,49.3
3767,25-apr-1972,42.6
3768,26-apr-1972,45.5
3769,27-apr-1972,45.9
3770,28-apr-1972,42.3
3771,29-apr-1972,42.6
3772,30-apr-1972,47.8
3773,01-may-1972,44.8
3774,02-may-1972,48.4
3775,03-may-1972,50.0
3776,04-may-1972,47.5
3777,05-may-1972,49.6
3778,06-may-1972,45.9
3779,07-may-1972,43.5
3780,08-may-1972,42.6
3781,09-may-1972,44.1
3782,10-may-1972,48.6
3783,11-may-1972,45.7
3784,12-may-1972,48.2
3785,13-may-1972,46.9
3786,14-may-1972,45.3
3787,15-may-1972,50.4
3788,16-may-1972,54.9
3789,17-may-1972,46.0
3790,18-may-1972,40.8
3791,19-may-1972,42.1
3792,20-may-1972,45.0
3793,21-may-1972,45.3
3794,22-may-1972,45.7
3795,23-may-1972,40.5
3796,24-may-1972,46.2
3797,25-may-1972,40.3
3798,26-may-1972,40.3
3799,27-may-1972,41.5
3800,28-may-1972,41.2
3801,29-may-1972,40.3
3802,30-may-1972,45.9
3803,31-may-1972,46.2
3804,01-jun-1972,45.0
3805,02-jun-1972,43.0
3806,03-jun-1972,44.8
3807,04-jun-1972,45.7
3808,05-jun-1972,45.7
3809,06-jun-1972,45.3
3810,07-jun-1972,48.2
3811,08-jun-1972,46.0
3812,09-jun-1972,50.5
3813,10-jun-1972,47.1
3814,11-jun-1972,43.3
3815,12-jun-1972,42.3
3816,13-jun-1972,50.0
3817,14-jun-1972,53.2
3818,15-jun-1972,50.4
3819,16-jun-1972,50.5
3820,17-jun-1972,34.5
3821,18-jun-1972,42.8
3822,19-jun-1972,47.3
3823,20-jun-1972,49.8
3824,21-jun-1972,41.2
3825,22-jun-1972,45.0
3826,23-jun-1972,51.6
3827,24-jun-1972,45.0
3828,25-jun-1972,44.1
3829,26-jun-1972,45.9
3830,27-jun-1972,45.7
3831,28-jun-1972,48.7
3832,29-jun-1972,44.2
3833,30-jun-1972,43.7
3834,01-jul-1972,44.2
3835,02-jul-1972,43.5
3836,03-jul-1972,39.0
3837,04-jul-1972,45.1
3838,05-jul-1972,45.7
3839,06-jul-1972,45.5
3840,07-jul-1972,47.5
3841,08-jul-1972,44.4
3842,09-jul-1972,46.0
3843,10-jul-1972,51.8
3844,11-jul-1972,48.9
3845,12-jul-1972,41.0
3846,13-jul-1972,40.5
3847,14-jul-1972,44.4
3848,15-jul-1972,53.8
3849,16-jul-1972,50.4
3850,17-jul-1972,53.4
3851,18-jul-1972,45.9
3852,19-jul-1972,45.1
3853,20-jul-1972,44.8
3854,21-jul-1972,36.9
3855,22-jul-1972,43.5
3856,23-jul-1972,43.3
3857,24-jul-1972,46.6
3858,25-jul-1972,45.0
3859,26-jul-1972,44.8
3860,27-jul-1972,49.8
3861,28-jul-1972,45.7
3862,29-jul-1972,44.4
3863,30-jul-1972,47.5
3864,31-jul-1972,39.4
3865,01-aug-1972,40.3
3866,02-aug-1972,45.3
3867,03-aug-1972,49.5
3868,04-aug-1972,43.0
3869,05-aug-1972,40.6
3870,06-aug-1972,43.5
3871,07-aug-1972,40.8
3872,08-aug-1972,44.6
3873,09-aug-1972,45.7
3874,10-aug-1972,47.7
3875,11-aug-1972,48.0
3876,12-aug-1972,37.9
3877,13-aug-1972,40.1
3878,14-aug-1972,41.2
3879,15-aug-1972,46.6
3880,16-aug-1972,45.7
3881,17-aug-1972,45.9
3882,18-aug-1972,46.4
